"Common name","Scientific name",Subspecies,Recordist,Date,Time,Location,Country,Latitude,Longitude,Elevation,Songtype,Remarks,Back_latin,"Catalogue number",License
"Greylag Goose","Anser anser",,"Sunny Tseng",2025-05-07,07:00,"Zuvintas Biosphere",Lithuania,54.4573,23.6364,80,call,"Audio processed by -3dB normalization and 300 Hz (6dB) high-pass filter",,1152263,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Greylag Goose","Anser anser",,"Stephan Risch",2024-06-20,17:00,"Kintai Fish Ponds S near Suvernai",Lithuania,,,0,call,,,921890,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Whooper Swan","Cygnus cygnus",,"Sunny Tseng",2025-05-07,16:00,"Zuvintas Biosphere (lake shore)",Lithuania,54.461,23.6435,80,call,"Audio processed by high-pass filter (300 Hz 6dB) and normalization (-3dB)",,1152320,https://creativecommons.org/licenses/by-nc-sa/4.0/
Mallard,"Anas platyrhynchos",,"Sunny Tseng",2025-05-11,07:00,"Nida (reed area)",Lithuania,55.3117,21.0123,0,call,"Audio processed by normalization (-3dB) and high-pass filter (300 Hz, 6dB). ",,1152613,https://creativecommons.org/licenses/by-nc-sa/4.0/
Mallard,"Anas platyrhynchos",,"Igoris S.",2024-04-06,21:00,"Kintų seniūnija (near  Sakūčiai), Šilutė District Municipality, Klaipėda County",Lithuania,55.4448,21.377,0,"alarm call","Normalized with -3 dB in order to make it louder.","Porzana porzana",896527,https://creativecommons.org/licenses/by-nc-sa/4.0/
Mallard,"Anas platyrhynchos",,"Sunny Tseng",2025-05-03,08:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,call,"Audio processed by Audacity: 3dB normalization and 300 Hz (6dB) high-pass filter",,1151581,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Nightjar","Caprimulgus europaeus",europaeus,"Lars Lachmann",2015-05-21,22:26,"Nemunas Delta area, Lithuania",Lithuania,55.3617,21.2163,0,song,"end of one strophe and complete second strophe","Turdus philomelos,Luscinia luscinia",245716,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Nightjar","Caprimulgus europaeus",europaeus,"Lars Lachmann",2015-05-21,22:23,"Nemunas Delta area, Lithuania",Lithuania,55.3617,21.2163,0,song,"very long strophe of song, very beginning is missing, but recorded part is 2:13 mins without break",,245715,https://creativecommons.org/licenses/by-nc-sa/4.0/
"European Nightjar","Caprimulgus europaeus",europaeus,"Lars Lachmann",2015-05-21,22:20,"Nemunas Delta area, Lithuania",Lithuania,55.3617,21.2163,0,"flight call, song, wing flapping","end of a strophe with bird taking off while singing with reduced speed and with wing flapping",,245712,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Swift","Apus apus",,AFR,2017-07-28,11:00,"Vilnius, Vilniaus miesto savivaldybė, Vilniaus apskritis",Lithuania,54.6865,25.2881,100,"flight call",,,384545,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Cuckoo","Cuculus canorus",,"Sunny Tseng",2025-05-07,16:00,"Zuvintas Biosphere (lake shore)",Lithuania,54.461,23.6435,80,song,"Audio processed by high-pass filter (300 Hz 6dB) and normalization (-3dB)",,1152316,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Cuckoo","Cuculus canorus",,"Sunny Tseng",2025-05-07,16:00,"Zuvintas Biosphere (lake shore)",Lithuania,54.461,23.6435,80,song,"Audio processed by high-pass filter (300 Hz 6dB) and normalization (-3dB)",,1152315,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Cuckoo","Cuculus canorus",,eddyp23,2024-06-09,10:00,"Baltosios Vokės seniūnija (near  Rudnia), Šalčininkų rajono savivaldybė, Vilniaus apskritis",Lithuania,54.4681,25.1278,130,call,,,1138811,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Cuckoo","Cuculus canorus",,"Sunny Tseng",2025-05-07,16:00,"Zuvintas Biosphere (lake shore)",Lithuania,54.461,23.6435,80,song,"Audio processed by high-pass filter (300 Hz 6dB) and normalization (-3dB)",,1152321,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Cuckoo","Cuculus canorus",,"Sunny Tseng",2025-05-07,16:00,"Zuvintas Biosphere (lake shore)",Lithuania,54.461,23.6435,80,song,"Audio processed by high-pass filter (300 Hz 6dB) and normalization (-3dB)",,1152317,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Cuckoo","Cuculus canorus",,"Stephan Risch",2024-06-20,19:54,"Suverai and environment",Lithuania,55.3964,21.2547,0,song,,"Curruca communis",917645,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Rock Dove","Columba livia",,"Aku Kalliomäki",2025-09-28,17:00,"Curonian spit",Lithuania,55.5569,21.1017,0,song,,,1070791,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Wood Pigeon","Columba palumbus",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantė (sound catcher)",Lithuania,55.5546,21.1164,50,song,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152664,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Wood Pigeon","Columba palumbus",,"Sunny Tseng",2025-05-04,06:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed by -3dB normalization and 200 Hz (6dB) high-pass filter",,1152242,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Wood Pigeon","Columba palumbus",,"Sunny Tseng",2025-05-03,08:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed by Audacity: 3dB normalization and 300 Hz (6dB) high-pass filter",,1151577,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Wood Pigeon","Columba palumbus",,"Sunny Tseng",2025-05-03,08:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,song,"Audio processed by Audacity: 3dB normalization and 300 Hz (6dB) high-pass filter",,1151571,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Wood Pigeon","Columba palumbus",,"Stephan Risch",2024-06-21,10:53,"Suverai and environment",Lithuania,55.3964,21.2547,0,song,,"Motacilla flava",917766,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Crake","Crex crex",,Gintaras,2022-06-20,17:07,"Paluknio seniūnija (near  Madžiūnai), Trakai District Municipality, Vilnius County",Lithuania,54.4421,24.9534,120,song,"Empty part in the middle of the recording was cut, otherwise not modified.
Meadow, near river.",,733159,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Crake","Crex crex",,"Lars Lachmann",2015-05-19,22:10,"Nemunas Delta area, Lithuania",Lithuania,55.3617,21.2163,0,song,song,"Acrocephalus schoenobaenus,Acrocephalus arundinaceus,Locustella luscinioides,Luscinia luscinia",245847,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Corn Crake","Crex crex",,"Stephan Risch",2024-06-21,12:19,"Silute, near road to Vente",Lithuania,55.3812,21.2291,0,song,"Calling out of wasteland with tall grass and shrubs.",,917302,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Crane","Grus grus",,"Sunny Tseng",2025-05-08,03:30,"Zuvintas Biosphere (crane site)",Lithuania,54.4474,23.6083,80,call,"Audio processed by high-pass filter (300Hz, 6dB) and normalization (-3dB). ",,1152690,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Crane","Grus grus",,"Sunny Tseng",2025-05-09,07:00,"Zuvintas Biosphere",Lithuania,54.4474,23.6083,80,call,"Audio processed by -3dB normalization and 300 Hz (6dB) high-pass filter",,1152286,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Crane","Grus grus",,"Sunny Tseng",2025-05-09,07:00,"Zuvintas Biosphere",Lithuania,54.4474,23.6083,80,call,"Audio processed by 3dB normalization and 300 Hz (6dB) high-pass filter",,1152277,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Crane","Grus grus",,"Sunny Tseng",2025-05-07,16:00,"Zuvintas Biosphere (crane site)",Lithuania,54.4474,23.6083,80,call,"Audio processed by high-pass filter (300 Hz 6dB) and normalization (-3dB)",,1152314,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Crane","Grus grus",,"Sunny Tseng",2025-05-07,07:00,"Zuvintas Biosphere",Lithuania,54.4573,23.6364,80,call,"Audio processed by -3dB normalization and 300 Hz (6dB) high-pass filter",,1152270,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Crane","Grus grus",,"Stephan Risch",2024-06-21,10:50,"Suverai and environment",Lithuania,55.3964,21.2547,0,call,,"Alauda arvensis,Sterna hirundo",917764,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Crane","Grus grus",,"Francesco Sottile",2018-07-04,18:24,"Paluknio seniūnija (near  Pakrempė), Trakų rajono savivaldybė, Vilniaus apskritis",Lithuania,54.4851,25.0948,150,call,,"Sylvia borin,Phylloscopus collybita",424122,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Woodcock","Scolopax rusticola",,"Lars Lachmann",2015-05-21,22:40,"Nemunas Delta area, Lithuania",Lithuania,55.3617,21.2163,0,"flight call, song","male calling during display flight, composite recording made from two separate recordings of two fly-pasts","Luscinia luscinia",245710,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Snipe","Gallinago gallinago",,"Sunny Tseng",2025-05-09,07:00,"Zuvintas Biosphere",Lithuania,54.4474,23.6083,80,winnowing,"Audio processed by -3dB normalization and 300 Hz (6dB) high-pass filter",,1152288,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Snipe","Gallinago gallinago",,"Sunny Tseng",2025-05-09,07:00,"Zuvintas Biosphere",Lithuania,54.4474,23.6083,80,winnowing,"Audio processed by -3dB normalization and 300 Hz (6dB) high-pass filter",,1152285,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Snipe","Gallinago gallinago",,"Sunny Tseng",2025-05-09,07:00,"Zuvintas Biosphere",Lithuania,54.4474,23.6083,80,winnowing,"Audio processed by -3dB normalization and 300 Hz (6dB) high-pass filter",,1152284,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Black-headed Gull","Chroicocephalus ridibundus",,"Sunny Tseng",2025-05-11,14:00,"Juodkrantė (Amber Bay)",Lithuania,55.5524,21.1264,0,call,,"Fringilla coelebs,Periparus ater,Phylloscopus sibilatrix",1152687,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Black-headed Gull","Chroicocephalus ridibundus",,"Sunny Tseng",2025-05-11,14:00,"Juodkrantė (Amber Bay)",Lithuania,55.5524,21.1264,0,call,,"Fringilla coelebs,Periparus ater,Phylloscopus sibilatrix",1152686,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Black-headed Gull","Chroicocephalus ridibundus",,"Sunny Tseng",2025-05-11,14:00,"Juodkrantė (Amber Bay)",Lithuania,55.5524,21.1264,0,call,,"Fringilla coelebs,Periparus ater,Phylloscopus sibilatrix",1152685,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Black-headed Gull","Chroicocephalus ridibundus",,"Sunny Tseng",2025-05-07,06:30,"Zuvintas Biosphere",Lithuania,54.4573,23.6364,80,call,"Audio processed by -3dB normalization and 300 Hz (6dB) high-pass filter",,1152254,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Black-headed Gull","Chroicocephalus ridibundus",,"Lars Lachmann",2015-05-19,21:52,"Nemunas Delta area, Lithuania",Lithuania,55.3617,21.2163,0,"call, flight call","short calls (excitement calls?) given by one individual first from ground, then taking off and circling, two typical long calls also given",,245729,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Caspian Gull","Larus cachinnans",,"Aku Kalliomäki",2025-09-25,19:00,"Curonian spit",Lithuania,55.5569,21.1017,0,"begging call, call, flight call, long-call, short-call","Flying and swimming around a fish gutter in a harbor.  About 20 large gulls including mostly cachinnans.",,1069951,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Caspian Gull","Larus cachinnans",,"Aku Kalliomäki",2025-09-25,19:00,"Curonian spit",Lithuania,55.5569,21.1017,0,"call, long-call","Flying and swimming around a fish gutter in a harbor. ",,1069949,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Caspian Gull","Larus cachinnans",,"Aku Kalliomäki",2025-09-25,19:00,"Curonian spit",Lithuania,55.5569,21.1017,0,"begging call, call, long-call, short-call","Flying and swimming around a fish gutter in a harbor. About 20 large gulls including mostly cachinnans.",,1069948,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Caspian Gull","Larus cachinnans",,"Aku Kalliomäki",2025-09-25,19:00,"Curonian spit",Lithuania,55.5569,21.1017,0,"begging call, call","Flying and swimming around a fish gutter in a harbor. ",,1069947,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Caspian Gull","Larus cachinnans",,"Aku Kalliomäki",2025-09-25,19:00,"Curonian spit",Lithuania,55.5569,21.1017,0,"begging call, call","Flying and swimming around a fish gutter in a harbor. ",,1069946,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Tern","Sterna hirundo",,"Sunny Tseng",2025-05-03,08:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,call,"Audio processed by Audacity: 3dB normalization and 300 Hz (6dB) high-pass filter. ",,1151584,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Tern","Sterna hirundo",,"Stephan Risch",2024-06-20,12:25,"Suverai and environment",Lithuania,55.3964,21.2547,0,call,"Flying over from Kintai fish ponds to the Kuronian Lagoon.",,917648,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Tern","Sterna hirundo",,"Stephan Risch",2024-06-20,15:52,"Kintai Fish Ponds S near Suvernai",Lithuania,55.3922,21.2653,0,"alarm call, call, flight call",,,917646,https://creativecommons.org/licenses/by-nc-sa/4.0/
"White Stork","Ciconia ciconia",,"Sunny Tseng",2025-05-11,07:00,"Nida (reed area)",Lithuania,55.3117,21.0123,0,"bill clapping","Audio processed by normalization (-3dB) and high-pass filter (300 Hz, 6dB). ",,1152605,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Cormorant","Phalacrocorax carbo",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantės (cormorant colony)",Lithuania,55.5188,21.1118,20,call,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152644,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Cormorant","Phalacrocorax carbo",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantės (cormorant colony)",Lithuania,55.5188,21.1118,20,call,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152643,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Cormorant","Phalacrocorax carbo",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantės (cormorant colony)",Lithuania,55.5188,21.1118,20,call,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152641,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Cormorant","Phalacrocorax carbo",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantės (cormorant colony)",Lithuania,55.5188,21.1118,20,call,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152639,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Cormorant","Phalacrocorax carbo",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantės (cormorant colony)",Lithuania,55.5188,21.1118,20,call,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152638,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Cormorant","Phalacrocorax carbo",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantės (cormorant colony)",Lithuania,55.5188,21.1118,20,call,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152632,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Cormorant","Phalacrocorax carbo",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantės (cormorant colony)",Lithuania,55.5188,21.1118,20,call,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152631,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Cormorant","Phalacrocorax carbo",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantės (cormorant colony)",Lithuania,55.5188,21.1118,20,call,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152629,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Cormorant","Phalacrocorax carbo",,"Stephan Risch",2024-06-18,14:30,"Kuronian Spit. Large Cormorant Colony S of Juodkrante",Lithuania,55.5195,21.1108,20,"begging call, call",,,917938,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Cormorant","Phalacrocorax carbo",,"Dmitry Kulakov",2014-05-30,11:00,Juodkrantė,Lithuania,55.5546,21.1164,50,"breeding colony",,,309573,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Grey Heron","Ardea cinerea",,"Sunny Tseng",2025-05-11,07:00,"Nida (reed area)",Lithuania,55.3117,21.0123,0,call,"Audio processed by normalization (-3dB) and high-pass filter (300 Hz, 6dB). ",,1152615,https://creativecommons.org/licenses/by-nc-sa/4.0/
"White-tailed Eagle","Haliaeetus albicilla",,"Aku Kalliomäki",2025-09-27,18:00,"Kintų seniūnija, Klaipėda County",Lithuania,55.388,21.3107,0,call,,,1069944,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Common Buzzard","Buteo buteo",,"Sunny Tseng",2025-05-11,12:00,"Juodkrantė (sound catcher)",Lithuania,55.5546,21.1164,50,call,"Audio processed by high-pass filter (300 Hz, 6dB) and normalization (-3dB). ",,1152667,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Tawny Owl","Strix aluco",,"Jarek Matusiak",2009-08-17,20:00,Lithuania,Lithuania,54.9689,26.0284,?,song,"territorial song of male shortly as the first call just after the dusk probably lonely at that time – more draw out than in the breeding season but given in shorter period at down",,40772,https://creativecommons.org/licenses/by-nc-nd/2.5/
"Common Kingfisher","Alcedo atthis",,"Aku Kalliomäki",2025-09-27,17:00,"Kniaupo įlankos apžvalgos bokštelis",Lithuania,55.368,21.2518,0,"flight call",,,1069943,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Wryneck","Jynx torquilla",torquilla,"Jarek Matusiak",2016-06-29,15:00,"Lazdijų seniūnija (near  Virbalai), Lazdijų rajono savivaldybė, Alytaus apskritis",Lithuania,54.2484,23.4118,180,"begging call",,,325369,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Wryneck","Jynx torquilla",torquilla,"Jarek Matusiak",2016-06-29,15:00,"Lazdijų seniūnija (near  Virbalai), Lazdijų rajono savivaldybė, Alytaus apskritis",Lithuania,54.2484,23.4118,180,"begging call",,,325368,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Wryneck","Jynx torquilla",,"Juan Verhelst",2014-05-25,15:30,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,song,"Low pass filter at 7056 Hz.
There were two individuals, separated by at least 30 m possibly, a couple I think, not sure if it is possible to listen to both in this recording. Possibly same couple that some time before had seen exploring a cavity in an apple tree, which made the couple of Ficedula hypoleuca there very very nervous.
Sunny day.",,180111,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Wryneck","Jynx torquilla",,"Juan Verhelst",2012-05-20,17:30,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,"alarm call","Alarms call? individual vocalising near riparian hedgerow near the floor. Suena como un grunyido repetitivo, me recuerda a la voz del Halcon Carcajeador, pero obvio que no debe ser nada ni similar.
The recording was slightly modified, filtered with a high pass (about 2000 hz), recording taking with a mobile phone (Sony-E. K800i), therefore a range of frequencies lost and quality not very high.
20/Sep/2013 identified by Piotr Szczypinski as Eurasian Wryneck - Jynx torquilla; also Jarek Matusiak suggested may be probably a female.",,147900,https://creativecommons.org/licenses/by-nc-sa/3.0/
"Middle Spotted Woodpecker","Dendrocoptes medius",,"Marius Steponėnas",2019-02-24,17:22,"Vingio parko Tiltas (near  Vilnius), Vilniaus miesto savivaldybė, Vilniaus apskritis",Lithuania,54.691,25.244,90,"flight call",,,463490,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Middle Spotted Woodpecker","Dendrocoptes medius",,"Aku Kalliomäki",2025-09-25,19:00,"Curonian spit",Lithuania,55.5569,21.1017,0,"alarm call, call",,,1069945,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Middle Spotted Woodpecker","Dendrocoptes medius",,"Rostyslav Romanyshyn",2019-09-07,14:00,"Senamiestis Eldership (near  Vilnius), Vilniaus miesto savivaldybė, Vilniaus apskritis",Lithuania,54.6865,25.2933,100,"alarm call","city park",,524222,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Spotted Woodpecker","Dendrocopos major",major,"Jarek Matusiak",2020-01-05,13:00,"Marcinkonių seniūnija (near  Marcinkonys), Varėnos rajono savivaldybė, Alytaus apskritis",Lithuania,54.0204,24.428,140,aggression,"aggression for resources of pine cones in winter
ssp - probable",,518928,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Spotted Woodpecker","Dendrocopos major",major,"Jarek Matusiak",2009-08-20,12:00,"North of Panevezys Lithuania",Lithuania,55.905,24.592,?,feeding,"call off female feeding on trunk of pine",,92464,https://creativecommons.org/licenses/by-nc-nd/2.5/
"Great Spotted Woodpecker","Dendrocopos major",major,"Jarek Matusiak",2009-08-20,10:30,"Lithuania ",Lithuania,54.9689,26.0284,159,call,"typical call of male outside the breeding season given in this subspecies in regular intervals in about 15 min",,40865,https://creativecommons.org/licenses/by-nc-nd/2.5/
"Great Spotted Woodpecker","Dendrocopos major",major,"Jarek Matusiak",2009-08-24,11:00,"Lithuania ",Lithuania,54.9689,26.0284,159,call,"call of female outside the breeding season given in about 25 sylabs in 15 min intervals",,40864,https://creativecommons.org/licenses/by-nc-nd/2.5/
"Great Spotted Woodpecker","Dendrocopos major",,"Sunny Tseng",2025-05-03,08:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,drumming,"Audio processed by Audacity: 3dB normalization. Pecking. ",,1151586,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Spotted Woodpecker","Dendrocopos major",,"Juan Verhelst",2014-06-06,12:39,"Palangos miesto savivaldybė (near  Palanga), Palangos miesto savivaldybė, Klaipėda County",Lithuania,55.9076,21.0588,10,"begging call","In cavity, woodland, some conifers mixed with many other tress such as birch, oak, ash?, etc.",,183176,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Spotted Woodpecker","Dendrocopos major",,"Juan Verhelst",2014-06-04,16:19,"Palangos miesto savivaldybė (near  Palanga), Palangos miesto savivaldybė, Klaipėda County",Lithuania,55.9076,21.0589,10,"begging call","Conifer woodland, planted; canopy at some 30-35 m. Undergrowth with other native plants.
In a possible Birch at some 8-10 m height a nest cavity with some chicks calling, female inside with them?",,182525,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Spotted Woodpecker","Dendrocopos major",,"Juan Verhelst",2014-06-04,14:12,"Palangos miesto savivaldybė (near  Palanga), Palangos miesto savivaldybė, Klaipėda County",Lithuania,55.906,21.0541,20,call,"Conifer woodland, planted; canopy at some 30-35 m. Undergrowth with other native plants fairly dense.
Maybe alarm call too? or maybe when it increases frequency?",,182512,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Great Spotted Woodpecker","Dendrocopos major",,"Juan Verhelst",2013-09-07,14:00,"Bezdonių seniūnija (near  Miškonys), Vilnius district municipality, Vilnius County",Lithuania,54.8056,25.4179,150,"call, drumming","Some bits from the recording edited to shorten long spaces and very noisy parts. Recorded with DVR Olympus DN650.",,148629,https://creativecommons.org/licenses/by-nc-sa/3.0/
"Eurasian Hobby","Falco subbuteo",,"Jarek Matusiak",2009-08-17,16:00,"Dzukijskij NP",Lithuania,54.1867,24.4225,,"call, duet, call duet","Pair in presence of human in duet in repeated nesting period","Periparus ater",40773,https://creativecommons.org/licenses/by-nc-nd/2.5/
"Red-backed Shrike","Lanius collurio",,"Juan Verhelst",2014-07-05,16:57,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,"begging call, call","Two juveniles in a bush in an open area.","Chloris chloris",186088,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Red-backed Shrike","Lanius collurio",,"Juan Verhelst",2014-07-05,16:54,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,"begging call, call","Two juveniles in a bush in an open area.",,186087,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Red-backed Shrike","Lanius collurio",,"Juan Verhelst",2014-07-05,16:42,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,"alarm call","After I chased away the cat one of the adults, I cannot remember well but think was the male, stayed nearby perched in an electric line vocalising this.",,186086,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Red-backed Shrike","Lanius collurio",,"Juan Verhelst",2014-07-05,16:40,"Verkių seniūnija (near  Vilnius), Vilniaus miesto savivaldybė, Vilnius County",Lithuania,54.7743,25.3385,110,"alarm call","Two juveniles and parents around of L. collurio perched in a 3 m bush in an open area panicking because of a domestic cat.",,186085,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Golden Oriole","Oriolus oriolus",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,song,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152735,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Golden Oriole","Oriolus oriolus",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,song,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152734,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Golden Oriole","Oriolus oriolus",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,song,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152736,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Jay","Garrulus glandarius",,"Sunny Tseng",2025-05-04,06:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,call,"Audio processed by -3dB normalization and 300 Hz (6dB) high-pass filter",,1152250,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Jay","Garrulus glandarius",,"Sunny Tseng",2025-05-04,06:00,"Vilnius forest ",Lithuania,54.8457,25.3958,150,call,"Audio processed by -3dB normalization and 300 Hz (6dB) high-pass filter",,1152249,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Eurasian Magpie","Pica pica",,"Stephan Risch",2024-06-20,09:15,"Suverai and environment",Lithuania,55.3964,21.2547,0,call,,,917923,https://creativecommons.org/licenses/by-nc-sa/4.0/
Rook,"Corvus frugilegus",,"Stephan Risch",2024-06-21,15:59,"Suverai and environment",Lithuania,55.3964,21.2547,0,call,"Several birds, both adults and juveniles gather in trees near fruit trees.",,917772,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Hooded Crow","Corvus cornix",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,call,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152727,https://creativecommons.org/licenses/by-nc-sa/4.0/
"Hooded Crow","Corvus cornix",,"Sunny Tseng",2025-05-13,08:00,"Parnidis Dune",Lithuania,55.2859,20.9744,10,call,"Audio processed by normalization (-3dB) and high-pass filter (300Hz, 6dB)",,1152719,https://creativecommons.org/licenses/by-nc-sa/4.0/
